Baumnummer;Bereich;Haus-Nr;Genauer Standort;Sicherheitserwartung;Benutzer;Campus;St-Du (cm);St-U (cm);Höhe (m);Kronen-DM (m);Pflanzjahr;nächste Kontrolle;Verkehrssicherheit;Sonstiges;Bewertung Wurzeln;Bewertung Stamm;Bewertung Krone;Art deutsch;Art botanisch;Kronenform;Vitalität;Physiologie;GUID_Baum;Baumfläche;RW;HW;Kontrolldatum;Symptome Wurzeln;Symptome Stamm;Symptome Krone;Maßnahme
3314;03;;Gebäude 351;3-geringer;SVBüro-Strasser;Nord;23;72;14;8;1995;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Winter-Linde;Tilia cordata;1-normal;1-vital;2-Erwachsener Baum;a8f58d1e-548a-415a-a501-be2e90f973d4;;3458147,437;5440159,751;18.05.2018;;;;
3315;03;;Gebäude 351;3-geringer;SVBüro-Strasser;Nord;19;60;13;7;1995;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Winter-Linde;Tilia cordata;1-normal;1-vital;2-Erwachsener Baum;7cdbe796-b29c-4828-995a-664119a1b6bf;;3458150,873;5440171,752;18.05.2018;;11-Stamm- Stockaustriebe;;b11-Stock- und Stammaustriebe entf. (4-wünschenswert)
3316;03;;Gebäude 351;3-geringer;SVBüro-Strasser;Nord;26;82;22;15;1970;2019-03;1-verkehrssicher;mehrstämmig ;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Rot-Eiche;Quercus rubra;1-normal;1-vital;2-Erwachsener Baum;2f5ebcce-f1dd-40c9-af46-1ae124d0519e;;3458150,323;5440180,883;18.05.2018;;;01-Verletzung;
3317;03;;Gebäude 351;3-geringer;SVBüro-Strasser;Nord;14;44;8;3;2005;2019-03;1-verkehrssicher;zu nah gepflanzt, bedrängt ;1-leichte Schäden;2-deutliche Schäden;2-deutliche Schäden;Rosskastanie;Aesculus;2-einseitig;3-sehr geschwächt;2-Erwachsener Baum;8ac255e9-c3b8-4aa5-a498-9f7f4a9296a8;;3458157,96912545;5440190,29047586;18.05.2018;07-Baumumfeld;01-Verletzung;08-Wipfeldürre;b12-Fällung (4-wünschenswert) (langfristiger Erhalt fragwürdig, Fällen und mit mehr Abstand zu nebenstehender Linde ersetzen )
3318;03;;Gebäude 351;1-höher;SVBüro-Strasser;Nord;22;69;13;8;1995;2019-03;1-verkehrssicher;;1-leichte Schäden;1-leichte Schäden;0-keine Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;7c1c62d7-ef3c-41e2-9f72-91094fb686ce;;3458156,759;5440192,545;18.05.2018;01-Verletzung;11-Stamm- Stockaustriebe;;b11-Stock- und Stammaustriebe entf. (4-wünschenswert)
3319;03;;Gebäude 351;3-geringer;SVBüro-Strasser;Nord;17;53;9;5;2005;2019-03;1-verkehrssicher;Sonnenbrand  ;0-keine Schäden;2-deutliche Schäden;0-keine Schäden;Rosskastanie;Aesculus;1-normal;1-vital;2-Erwachsener Baum;b332c9a3-bba0-45b9-ab26-9edf8228804c;;3458161,6;5440200,797;18.05.2018;;01-Verletzung;;
3320;03;;Gebäude 351;3-geringer;SVBüro-Strasser;Nord;13;41;7;4;2005;2019-03;1-verkehrssicher;Sonnenbrand ;0-keine Schäden;2-deutliche Schäden;0-keine Schäden;Rosskastanie;Aesculus;1-normal;1-vital;2-Erwachsener Baum;66a06ccf-3277-4dcf-b18f-b9f49a22dc91;;3458163,47;5440205,638;18.05.2018;;01-Verletzung;;
3321;03;;Gebäude 351;3-geringer;SVBüro-Strasser;Nord;50;157;17;12;1965;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Schwarz-Kiefer;Pinus nigra;1-normal;1-vital;2-Erwachsener Baum;648cb554-3203-48f7-8878-820a94e976e4;;3458161,215;5440210,699;18.05.2018;;;;
3322;03;;Gebäude 351;1-höher;SVBüro-Strasser;Nord;26;82;11;10;1995;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;8c190533-389f-4e47-8b7c-b736bad80d41;;3458208,413;5440194,691;18.05.2018;;;11-Astab-/ausbruch;b02-Lichtraumprofilschnitt (4-wünschenswert)
3323;03;;Gebäude 356;1-höher;SVBüro-Strasser;Nord;47;148;10;8;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Schwarz-Kiefer;Pinus nigra;1-normal;1-vital;2-Erwachsener Baum;b5acaf6f-06d2-471a-b913-90d561790550;;3458245,27;5440184,404;18.05.2018;;;01-Verletzung, 12-ungünst. Kronenaufbau;
3324;03;;Gebäude 356;1-höher;SVBüro-Strasser;Nord;24;75;11;6;2000;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Serbische Fichte;Picea omorika;1-normal;1-vital;2-Erwachsener Baum;6829c492-70fe-45fd-a358-f7989ff84fdd;;3458252,201;5440183,304;18.05.2018;;;;
3325;03;;Gebäude 356;1-höher;SVBüro-Strasser;Nord;22;69;10;5;2000;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Serbische Fichte;Picea omorika;1-normal;1-vital;2-Erwachsener Baum;89ac1fa9-ac40-4c1a-b5a2-8f5d7a623fc5;;3458256,657;5440177,418;18.05.2018;;;;
3326;03;;Gebäude 356;1-höher;SVBüro-Strasser;Nord;62;195;26;15;1960;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Douglasie;Pseudotsuga menziesii;1-normal;1-vital;3-Altbaum;e2fff87a-b414-4fb7-823e-c80ee5a0fb1a;;3458242,67;5440147,835;18.05.2018;;01-Verletzung;;
