Baumnummer;Bereich;Haus-Nr;Genauer Standort;Sicherheitserwartung;Benutzer;Campus;St-Du (cm);St-U (cm);Höhe (m);Kronen-DM (m);Pflanzjahr;nächste Kontrolle;Verkehrssicherheit;Sonstiges;Bewertung Wurzeln;Bewertung Stamm;Bewertung Krone;Art deutsch;Art botanisch;Kronenform;Vitalität;Physiologie;GUID_Baum;Baumfläche;RW;HW;Kontrolldatum;Symptome Wurzeln;Symptome Stamm;Symptome Krone;Maßnahme
1011;01;;Parkplatz Einfahrt ;1-höher;SVBüro-Strasser;Nord;26;82;19;10;1990;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Weiss-/Sandbirke;Betula pendula;1-normal;1-vital;2-Erwachsener Baum;48087071-c226-4bd0-8c95-a002b6200d80;;3458211,57812554;5439427,20147541;06.06.2018;;01-Verletzung;;
1012;01;;Parkplatz Einfahrt ;1-höher;SVBüro-Strasser;Nord;26;82;19;10;1985;2019-03;1-verkehrssicher;;2-deutliche Schäden;1-leichte Schäden;0-keine Schäden;Weiss-/Sandbirke;Betula pendula;1-normal;1-vital;2-Erwachsener Baum;d1d7b589-4172-47e1-8d68-201bd0b427de;;3458207,62812553;5439425,43247541;06.06.2018;02-Höhlung;02-Höhlung;;
1013;01;;Parkplatz Einfahrt ;1-höher;SVBüro-Strasser;Nord;30;94;14;10;1985;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;1-normal;2-geschwächt;2-Erwachsener Baum;e3ddc30b-eceb-45cc-bfbe-1c0e1b0d411b;;3458213,49812554;5439422,08547541;06.06.2018;;;01-Verletzung;
1014;01;;Parkplatz Einfahrt;1-höher;SVBüro-Strasser;Nord;47;148;24;12;1960;2019-03;1-verkehrssicher;;2-deutliche Schäden;1-leichte Schäden;0-keine Schäden;Linde;Tilia x;1-normal;1-vital;2-Erwachsener Baum;0000cf06-9d17-41e3-915b-6fbdaee1aeca;;3458209,351;5439415,687;06.06.2018;01-Verletzung;01-Verletzung;;
1015;01;;Parkplatz Einfahrt;1-höher;SVBüro-Strasser;Nord;34;107;18;7;1985;2019-03;3-wiederherstellbar;;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Weiss-/Sandbirke;Betula pendula;1-normal;1-vital;2-Erwachsener Baum;27a512ee-fb9d-48a8-b2ee-7d5a2b2ab627;;3458216,413;5439412,093;25.05.2018;;01-Verletzung;07-Totholz;b06-Totholzbeseitigung (3-wichtig) (Totholz auf 9m)
1016;01;;Parkplatz Einfahrt;1-höher;SVBüro-Strasser;Nord;41;129;16;12;1975;2019-03;1-verkehrssicher;;0-keine Schäden;2-deutliche Schäden;0-keine Schäden;Spitz-Ahorn;Acer platanoides;1-normal;1-vital;2-Erwachsener Baum;ac2b8fba-b9dd-492d-accd-dcf1b04e5f62;;3458247,75412557;5439426,05547541;06.06.2018;;01-Verletzung;;
1017;01;;Parkplatz Einfahrt;1-höher;SVBüro-Strasser;Nord;27;85;15;9;1985;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Rotbuche;Fagus sylvatica;1-normal;1-vital;2-Erwachsener Baum;7a998c8a-ffce-4a19-a30e-44deb8949f05;;3458259,24912559;5439411,4704754;06.06.2018;;11-Stamm- Stockaustriebe;;
1018;01;;Parkplatz Einfahrt;1-höher;SVBüro-Radüge;Nord;14;44;7;6;2000;2019-03;1-verkehrssicher;3x Spitzahorn, 2x Hainbuche, 1x Spähtblühende Traubenkirsche;0-keine Schäden;0-keine Schäden;0-keine Schäden;Ahorngruppe;GR Acer;1-normal;1-vital;2-Erwachsener Baum;ec42eb09-d3a1-49eb-a586-8564ce8286b0;;3458263,32012559;5439414,9904754;25.05.2018;;;;
1019;01;;Parkplatz Einfahrt;1-höher;SVBüro-Strasser;Nord;38;119;21;9;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;9d0c62b5-e856-40b4-b583-bff4c326b610;;3458265,19112559;5439419,3914754;06.06.2018;;;11-Astab-/ausbruch, 01-Verletzung;
1020;01;;Parkplatz Einfahrt;1-höher;SVBüro-Strasser;Nord;16;50;12;7;1995;2019-03;1-verkehrssicher;4x Eiche, 2x Spitzahorn, 3x Rotbuche ;0-keine Schäden;2-deutliche Schäden;1-leichte Schäden;Eichengruppe;GR Quercus;2-einseitig;1-vital;2-Erwachsener Baum;f5451f3c-eba0-4372-8225-e34987b3872c;;3458258,91912559;5439422,1424754;06.06.2018;;09-Schrägstand, 01-Verletzung;11-Astab-/ausbruch;
1021;01;;Parkplatz Einfahrt;1-höher;SVBüro-Strasser;Nord;85;267;24;18;1910;2019-03;3-wiederherstellbar;EPS 18;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Stiel-Eiche;Quercus robur;3-ausladend;1-vital;3-Altbaum;4dbe69f1-1bc5-41f6-bf78-09b8dcbbad54;;3458265,52125118;5439428,52395082;25.05.2018;;01-Verletzung;07-Totholz, 01-Verletzung;b06-Totholzbeseitigung (3-wichtig)
1022;01;;Parkplatz Einfahrt;1-höher;SVBüro-Strasser;Nord;35;110;20;8;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;2-deutliche Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;8816a9cd-bf5d-47ba-9871-26ebed89bd79;;3458261,67012559;5439429,51347541;06.06.2018;;;01-Verletzung, 11-Astab-/ausbruch;
1023;01;;Parkplatz Einfahrt;1-höher;SVBüro-Strasser;Nord;41;129;21;8;1975;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;754b5225-2ad4-4cbf-a03a-64457d9803de;;3458265,41112559;5439432,92447541;06.06.2018;;01-Verletzung;14-Baumfremder Bewuchs;
1024;01;;Parkplatz Einfahrt;1-höher;SVBüro-Strasser;Nord;32;101;14;8;1985;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;321e3b18-7180-47c4-b0e9-f4c047aa776a;;3458268,27112559;5439436,33547542;06.06.2018;;09-Schrägstand;;
1025;01;;Parkplatz Einfahrt;1-höher;SVBüro-Radüge;Nord;41;129;16;12;1985;2019-03;1-verkehrssicher;;0-keine Schäden;2-deutliche Schäden;2-deutliche Schäden;Rotblättriger Spitz-Ahorn;Acer platanoides 'rubra';1-normal;3-sehr geschwächt;2-Erwachsener Baum;91f83941-0bab-4ba7-b012-7ab62719878a;;3458256,03312558;5439449,71947542;25.05.2018;;02-Höhlung;01-Verletzung, 04-Riss/Rippe, 08-Wipfeldürre;b03-Kronenpflege (4-wünschenswert)
1026;01;;Parkplatz Einfahrt;1-höher;SVBüro-Radüge;Nord;64;201;19;14;1960;2019-03;1-verkehrssicher;;1-leichte Schäden;2-deutliche Schäden;2-deutliche Schäden;Linde;Tilia x;4-reduziert;1-vital;2-Erwachsener Baum;963b0275-f754-4552-8c9c-efc19893d99f;;3458271,2701256;5439460,24747542;25.05.2018;01-Verletzung;01-Verletzung;01-Verletzung;
1027;01;;Fortbildungszentrum;1-höher;SVBüro-Strasser;Nord;32;101;14;9;1990;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Hainbuche;Carpinus betulus;1-normal;1-vital;2-Erwachsener Baum;0c04a473-0c96-49b1-96d4-47294157271f;;3458256,45612558;5439482,46847544;06.06.2018;;01-Verletzung, 05-V-Vergabelung;01-Verletzung;
1028;01;;Fortbildungszentrum;2-normal;SVBüro-Strasser;Nord;41;129;16;9;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Blut-Buche;Fagus sylvatica 'Atropunicea';1-normal;1-vital;2-Erwachsener Baum;e3f7aa3b-3858-4499-83d5-cf859b6878dd;;3458259,41912558;5439497,59947545;06.06.2018;;;01-Verletzung;
1029;01;;Fortbildungszentrum ;1-höher;SVBüro-Strasser;Nord;62;195;16;11;1965;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;2-deutliche Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;5-gekappt;1-vital;2-Erwachsener Baum;9c8cc077-12fe-46ad-ad48-9eb20e802520;;3458303,43712563;5439526,90847547;06.06.2018;;;14-Baumfremder Bewuchs, 11-Astab-/ausbruch, 10-Kappung;
1030;01;;Fortbildungszentrum ;1-höher;SVBüro-Radüge;Nord;73;229;15;14;1970;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Schwarz-Kiefer;Pinus nigra;3-ausladend;1-vital;2-Erwachsener Baum;463f317f-4d52-4962-9378-51815cbd8caa;;3458314,17212564;5439566,53547549;25.05.2018;;;01-Verletzung;
1031;01;;Fortbildungszentrum ;1-höher;SVBüro-Strasser;Nord;37;116;15;11;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Linde;Tilia x;1-normal;1-vital;2-Erwachsener Baum;1c8fc5e9-5efb-48dc-9ec3-61137ba8ee27;;3458299,44412562;5439566,20347549;07.06.2018;;;11-Astab-/ausbruch, 01-Verletzung;b02-Lichtraumprofilschnitt (4-wünschenswert)
1032;01;;Fortbildungszentrum ;1-höher;SVBüro-Strasser;Nord;30;94;12;10;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;4a5b7c0f-650e-4c87-8ee7-bc7e240e4676;;3458293,80012562;5439566,27247549;07.06.2018;;;01-Verletzung;b02-Lichtraumprofilschnitt (4-wünschenswert)
1033;01;;Fortbildungszentrum ;1-höher;SVBüro-Strasser;Nord;46;145;16;11;1975;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Linde;Tilia x;1-normal;1-vital;2-Erwachsener Baum;427001e4-d6ce-4596-8aa0-162265c6b393;;3458288,45712561;5439569,01547549;07.06.2018;;01-Verletzung, 02-Höhlung;01-Verletzung;
1034;01;;Fortbildungszentrum ;1-höher;SVBüro-Strasser;Nord;35;110;15;10;1975;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Linde;Tilia x;1-normal;2-geschwächt;2-Erwachsener Baum;8bfd38f3-5f80-4efa-9f2d-f342562d6f36;;3458281,6571256;5439571,16547549;07.06.2018;;01-Verletzung;01-Verletzung;
1035;01;;Fortbildungszentrum ;1-höher;SVBüro-Strasser;Nord;40;126;15;12;1975;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Linde;Tilia x;1-normal;2-geschwächt;2-Erwachsener Baum;1733e587-3217-42f1-b890-70ae6e119ac4;;3458273,69412559;5439571,9214755;07.06.2018;;01-Verletzung;01-Verletzung;
1036;01;;Fortbildungszentrum ;1-höher;SVBüro-Strasser;Nord;53;167;17;16;1975;2019-03;1-verkehrssicher;;1-leichte Schäden;0-keine Schäden;1-leichte Schäden;Sommer-Linde;Tilia platyphyllos;3-ausladend;1-vital;2-Erwachsener Baum;e78fe5b2-d234-4216-b525-a8766b30a5fa;;3458267,95012559;5439573,7794755;07.06.2018;08-Belagsanhebung;;01-Verletzung;
1037;01;;Fortbildungszentrum ;1-höher;SVBüro-Strasser;Nord;23;72;13;8;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Linde;Tilia x;1-normal;2-geschwächt;2-Erwachsener Baum;8cf92703-affb-41af-9294-92c90e745857;;3458262,07512558;5439575,5104755;07.06.2018;;;01-Verletzung;
1038;01;;Fortbildungszentrum ;1-höher;SVBüro-Radüge;Nord;21;66;13;8;1995;2019-03;1-verkehrssicher;;0-keine Schäden;2-deutliche Schäden;0-keine Schäden;Spätblühende Trauben-Kirsche;Prunus serotina;1-normal;1-vital;2-Erwachsener Baum;60f5027b-887d-4573-b161-4b5cbe973db4;;3458255,71412558;5439570,91247549;25.05.2018;;01-Verletzung;;
1039;01;;Fortbildungszentrum;2-normal;SVBüro-Strasser;Nord;49;154;15;11;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;a3cf9a9c-1c37-49df-bc3e-7b33823b08f4;;3458255,70612557;5439578,0464755;07.06.2018;;;01-Verletzung;
1040;01;;Fortbildungszentrum;2-normal;SVBüro-Radüge;Nord;10;31;5;5;2010;2020-04;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Spätblühende Trauben-Kirsche;Prunus serotina;1-normal;1-vital;1-Jungbaum;73b491f5-79a9-40b7-b5e3-dd4b6690bd3d;;3458251,73212557;5439577,9204755;25.05.2018;;;;
1041;01;;Fortbildungszentrum;2-normal;SVBüro-Strasser;Nord;14;44;7;6;2005;2020-04;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Hainbuche;Carpinus betulus;1-normal;1-vital;1-Jungbaum;dc8cd696-1f15-4bd2-9ffe-dd18b19ef643;;3458246,90112557;5439579,2474755;07.06.2018;;;;
1042;01;;Fortbildungszentrum;1-höher;SVBüro-Strasser;Nord;49;154;17;12;1975;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;2-deutliche Schäden;Robinie;Robinia pseudoacacia;1-normal;1-vital;2-Erwachsener Baum;1d381b4c-af02-4dcd-a4c4-fd907ca46fc3;;3458248,70612557;5439573,72647549;07.06.2018;;05-V-Vergabelung;05-V-Vergabelung;
1043;01;;Fortbildungszentrum;2-normal;SVBüro-Radüge;Nord;17;53;6;5;2005;2020-04;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Spätblühende Trauben-Kirsche;Prunus serotina;1-normal;1-vital;1-Jungbaum;90cdf343-e2a4-4984-a34d-2d185597c876;;3458244,51112556;5439569,95747549;25.05.2018;;;;
1044;01;;Fortbildungszentrum;2-normal;SVBüro-Strasser;Nord;23;72;17;12;1990;2019-03;1-verkehrssicher;3 stämmig;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Linde;Tilia x;1-normal;1-vital;2-Erwachsener Baum;4d9ac77b-9a29-49fb-8832-4722a321a65c;;3458243,23212556;5439561,00847549;07.06.2018;;05-V-Vergabelung;;
1045;01;;Fortbildungszentrum;2-normal;SVBüro-Strasser;Nord;18;57;10;7;1995;2019-03;1-verkehrssicher;;1-leichte Schäden;0-keine Schäden;0-keine Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;612eec89-1481-427f-8dd8-5c0497cb5e10;;3458240,70212556;5439551,23247548;07.06.2018;01-Verletzung;;;
1046;01;;Fortbildungszentrum;2-normal;SVBüro-Strasser;Nord;18;57;11;8;1995;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Linde;Tilia x;1-normal;1-vital;2-Erwachsener Baum;1aac1944-2f5a-4b7d-a233-0f97aab95f5f;;3458239,43412556;5439550,07047548;07.06.2018;;;11-Astab-/ausbruch;
1047;01;;Fortbildungszentrum;1-höher;SVBüro-Strasser;Nord;36;113;15;12;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Linde;Tilia x;1-normal;1-vital;2-Erwachsener Baum;66f0c834-998d-4048-9162-f1288cef9c52;;3458251,20412557;5439562,15647549;07.06.2018;;;01-Verletzung;
1048;01;;Fortbildungszentrum;1-höher;SVBüro-Strasser;Nord;44;138;18;12;1970;2019-03;3-wiederherstellbar;;1-leichte Schäden;0-keine Schäden;1-leichte Schäden;Linde;Tilia x;1-normal;2-geschwächt;2-Erwachsener Baum;4ced2911-c85d-46fa-86df-b0d9b35dbb72;;3458256,24825116;5439561,10595097;07.06.2018;08-Belagsanhebung;;07-Totholz, 01-Verletzung;b06-Totholzbeseitigung (3-wichtig) (Totholz auf 4, 6, 7, 13m über Weg)
1049;01;;Fortbildungszentrum;1-höher;SVBüro-Strasser;Nord;50;157;19;12;1970;2019-03;1-verkehrssicher;;1-leichte Schäden;0-keine Schäden;1-leichte Schäden;Linde;Tilia x;1-normal;1-vital;2-Erwachsener Baum;7c91bd1e-565d-4053-8174-65078e958c90;;3458264,13012558;5439559,52847548;07.06.2018;08-Belagsanhebung;;01-Verletzung;
1050;01;;Fortbildungszentrum;1-höher;SVBüro-Strasser;Nord;59;185;16;15;1970;2019-03;1-verkehrssicher;;2-deutliche Schäden;0-keine Schäden;1-leichte Schäden;Linde;Tilia x;3-ausladend;1-vital;2-Erwachsener Baum;5d5709ee-f38a-4ee5-b704-c12efbf753ee;;3458277,1881256;5439555,50247548;07.06.2018;08-Belagsanhebung;;01-Verletzung;
1051;01;;Fortbildungszentrum;1-höher;SVBüro-Strasser;Nord;46;145;17;11;1970;2019-03;1-verkehrssicher;;2-deutliche Schäden;0-keine Schäden;1-leichte Schäden;Linde;Tilia x;1-normal;1-vital;2-Erwachsener Baum;11d597ac-9f4f-44ef-b5da-bf1c7d571451;;3458279,9401256;5439547,24647548;06.06.2018;08-Belagsanhebung;;11-Astab-/ausbruch, 01-Verletzung;
1052;01;;Fortbildungszentrum;1-höher;SVBüro-Strasser;Nord;36;113;18;10;1970;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Linde;Tilia x;1-normal;1-vital;2-Erwachsener Baum;0fab08af-cd7d-4e10-928f-80f6e8ebc293;;3458278,2271256;5439542,41747547;06.06.2018;;;01-Verletzung;
1053;01;;Fortbildungszentrum;2-normal;SVBüro-Strasser;Nord;46;145;20;11;1970;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Linde;Tilia x;1-normal;1-vital;2-Erwachsener Baum;705fe1f6-a765-465b-985b-434043101b4d;;3458213,69412553;5439503,55747545;06.06.2018;;;01-Verletzung;
1054;01;;Fortbildungszentrum;2-normal;SVBüro-Strasser;Nord;52;163;22;9;1970;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Douglasie;Pseudotsuga menziesii;1-normal;1-vital;2-Erwachsener Baum;00a4c6c7-699e-47ba-ab35-a36d7957c3b2;;3458202,35812552;5439492,52847545;06.06.2018;;;;
1055;01;;Fortbildungszentrum;2-normal;SVBüro-Strasser;Nord;30;94;14;8;1985;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Schwarz-Kiefer;Pinus nigra;1-normal;2-geschwächt;2-Erwachsener Baum;18b9afae-681b-48f7-8edd-6dfe74247922;;3458199,43312552;5439495,74147546;06.06.2018;;;;
1056;01;;Fortbildungszentrum;2-normal;SVBüro-Strasser;Nord;24;75;12;9;1990;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Spitz-Ahorn;Acer platanoides;1-normal;1-vital;2-Erwachsener Baum;75a52efd-dcfa-4ec4-a7e5-eecb6ec1d3d4;;3458195,36612551;5439501,37747546;06.06.2018;;01-Verletzung;;
1057;01;;Fortbildungszentrum;2-normal;SVBüro-Strasser;Nord;51;160;24;11;1970;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Douglasie;Pseudotsuga menziesii;1-normal;1-vital;2-Erwachsener Baum;c6d1a815-dd4d-41b2-a471-8d6db802cdc9;;3458191,24112551;5439493,76647545;06.06.2018;;;;
1058;01;;Fortbildungszentrum;2-normal;SVBüro-Strasser;Nord;22;69;12;4;2000;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Serbische Fichte;Picea omorika;1-normal;1-vital;2-Erwachsener Baum;fc7c0b1f-8f4c-4548-a873-bd9d516ea7c9;;3458191,09612551;5439488,50847545;06.06.2018;;01-Verletzung, 09-Schrägstand;;
1059;01;;Fortbildungszentrum;1-höher;SVBüro-Strasser;Nord;20;63;6;7;2000;2019-03;1-verkehrssicher;2x Taxus;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Europ. Eibe;Taxus baccata;1-normal;1-vital;2-Erwachsener Baum;95d77911-c35c-49b3-a746-22cf8a946bce;;3458171,22512549;5439487,52047545;06.06.2018;;05-V-Vergabelung;;
1060;01;;Einfahrt;1-höher;SVBüro-Strasser;Nord;46;145;13;14;1980;2019-03;1-verkehrssicher;;1-leichte Schäden;0-keine Schäden;1-leichte Schäden;Vogel-, Süss-Kirsche;Prunus avium;3-ausladend;1-vital;2-Erwachsener Baum;4ed87bdb-bb98-42cc-920d-3434bb7fec3e;;3458320,79512564;5439590,7684755;07.06.2018;01-Verletzung;;01-Verletzung;b02-Lichtraumprofilschnitt (4-wünschenswert)
1061;01;;Einfahrt;2-normal;SVBüro-Strasser;Nord;47;148;15;12;1985;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;fafecf90-e228-4149-9f7d-0e070c1d0820;;3458308,69412563;5439599,98247551;07.06.2018;;;05-V-Vergabelung, 11-Astab-/ausbruch;
1062;01;;Einfahrt;1-höher;SVBüro-Strasser;Nord;60;188;17;14;1960;2019-03;1-verkehrssicher;;1-leichte Schäden;0-keine Schäden;0-keine Schäden;Blut-Buche;Fagus sylvatica 'Atropunicea';1-normal;1-vital;2-Erwachsener Baum;4af5b0ef-5ec2-43f8-8a2f-158202ae03dd;;3458318,04512564;5439602,93847551;07.06.2018;01-Verletzung;;;
1063;01;;Einfahrt;1-höher;SVBüro-Strasser;Nord;21;66;9;7;2000;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Hainbuche;Carpinus betulus;1-normal;1-vital;2-Erwachsener Baum;789437f1-768a-4e3c-9394-713871d74d8c;;3458325,54012565;5439604,03847551;07.06.2018;;01-Verletzung;;b02-Lichtraumprofilschnitt (4-wünschenswert)
1064;01;;Einfahrt;1-höher;SVBüro-Strasser;Nord;18;57;9;7;2000;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Hainbuche;Carpinus betulus;1-normal;1-vital;2-Erwachsener Baum;1b691e10-fdd1-48a0-b6a3-6aaeb31e56ac;;3458326,57112565;5439607,61447551;07.06.2018;;;;b02-Lichtraumprofilschnitt (4-wünschenswert)
1065;01;;Einfahrt;1-höher;SVBüro-Strasser;Nord;22;69;12;11;1995;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Vogel-, Süss-Kirsche;Prunus avium;1-normal;1-vital;2-Erwachsener Baum;3f96896b-f24b-4572-bb4b-a5533658ca36;;3458311,16912563;5439616,27847552;07.06.2018;;;;b02-Lichtraumprofilschnitt (4-wünschenswert)
1066;01;;Einfahrt;1-höher;SVBüro-Strasser;Nord;39;123;17;12;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Blut-Buche;Fagus sylvatica 'Atropunicea';1-normal;2-geschwächt;2-Erwachsener Baum;1eb71e02-3b67-4d26-9ac5-81a51f9ad443;;3458317,01412564;5439620,95347552;07.06.2018;;;;
1067;01;;Einfahrt;1-höher;SVBüro-Strasser;Nord;57;179;18;15;1965;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;b9652c43-4957-45df-b0ea-2b94ec4e15e7;;3458317,35712564;5439629,68647553;07.06.2018;;05-V-Vergabelung;;
1068;01;;Einfahrt;1-höher;SVBüro-Strasser;Nord;23;72;11;9;2000;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Vogel-, Süss-Kirsche;Prunus avium;1-normal;3-sehr geschwächt;2-Erwachsener Baum;322cc810-8726-4ef3-a16c-45e262171cc6;;3458312,33812563;5439633,26147553;07.06.2018;;;;
1069;01;;Einfahrt;1-höher;SVBüro-Strasser;Nord;22;69;17;8;1985;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Blut-Buche;Fagus sylvatica 'Atropunicea';1-normal;1-vital;2-Erwachsener Baum;2161254f-0f27-4ef5-bd8a-d5d2f710e868;;3458323,27112564;5439623,22247552;07.06.2018;;;;
1070;01;;Einfahrt;1-höher;SVBüro-Strasser;Nord;48;151;19;12;1965;2019-03;1-verkehrssicher;;1-leichte Schäden;1-leichte Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;1-normal;2-geschwächt;2-Erwachsener Baum;f4928c2f-5a27-4ba0-994f-c953dcaf5f4f;;3458330,42212565;5439626,59247553;07.06.2018;01-Verletzung;01-Verletzung, 02-Höhlung;01-Verletzung, 08-Wipfeldürre;
1071;01;;Einfahrt;1-höher;SVBüro-Strasser;Nord;69;217;20;15;1950;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Silber-Linde;Tilia tomentosa;1-normal;1-vital;2-Erwachsener Baum;d80bb014-6988-4872-869f-c8fef9b143cb;;3458354,36512568;5439647,59347553;07.06.2018;;;04-Riss/Rippe, 01-Verletzung, 11-Astab-/ausbruch;
1072;01;;Kantine;1-höher;SVBüro-Strasser;Nord;72;226;22;15;1950;2019-03;1-verkehrssicher;;1-leichte Schäden;1-leichte Schäden;1-leichte Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;cdaa19f7-c4af-4f06-919e-61610b42792c;;3458360,96412568;5439645,94447553;07.06.2018;01-Verletzung;05-V-Vergabelung;01-Verletzung;b03-Kronenpflege (4-wünschenswert)
1073;01;;Kantine;1-höher;SVBüro-Strasser;Nord;23;72;13;10;1990;2019-03;1-verkehrssicher;mehrstämmig ;1-leichte Schäden;0-keine Schäden;2-deutliche Schäden;Hainbuche;Carpinus betulus;4-reduziert;3-sehr geschwächt;2-Erwachsener Baum;1c0ece16-8c76-42a9-8f07-88feb4df55de;;3458359,86412568;5439658,81047554;07.06.2018;01-Verletzung;;08-Wipfeldürre, 10-Kappung;
1074;01;;Präsidium;1-höher;SVBüro-Radüge;Nord;95;298;22;8;1960;2019-03;1-verkehrssicher;;1-leichte Schäden;1-leichte Schäden;0-keine Schäden;Mammutbaum;Sequoiadendron giganteum;1-normal;1-vital;2-Erwachsener Baum;8f38a688-8619-45e3-b18f-66336f0dbcf4;;3458326,10312565;5439647,15347554;24.05.2018;05-Bodenauftrag;01-Verletzung;;
1075;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;22;69;14;6;1995;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;22982cab-baba-41ad-b466-ad243ee251fc;;3458329,4672513;5439651,58295108;24.05.2018;;01-Verletzung;;
1076;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;28;88;16;9;1985;2019-03;1-verkehrssicher;;1-leichte Schäden;0-keine Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;1-normal;2-geschwächt;2-Erwachsener Baum;dcbdc811-13c3-4c58-bb7d-adbe897c3903;;3458326,35912565;5439651,83347554;07.06.2018;01-Verletzung;;01-Verletzung;
