"Campus";"Hausnummer";"Baumnummer";"Genauer Standort";"Art deutsch";"Art botanisch";"Einzelbaum/Gruppe";"Anzahl Bäume (Gruppe)";"Datum Kontrolle";"Nächste Kontrolle";"Kontrolleur";"Verkehrssicherheit";"Funktion";"Vitalität";"Physiologie";"O Stamm";"Höhe";"Ø Krone";"Pflanzjahr";"Symptom Wurzel";"Bewertung Wurzel";"Symptom Stamm";"Bewertung Stamm";"Symptom Krone";"Bewertung Krone";"Kronenform";"Symptom Gruppe";"Bewertung Gruppe";"Bereich";"Koordinate X";"Koordinate Y";"lilalu";"Height_DEM";"tüdldü";"tudldu"
Nord;;3043;Karlsruher Allee;Linde;Tilia;Einzelbaum;;"25.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";116;17;9;1985;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"03";3458251.816;5439947.23;"00012D16000021B072E865624A41EC51B8CE72C0544121B072E865624A41EC51B8CE72C054417C0100000021B072E865624A41EC51B8CE72C05441FE";110.58975313248625;;
Ost;"70.03";116;NO;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"04.02.2019";"2020 Q3";R.Kastner;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";138;13;7;1965;;"0-keine Schäden";"11-Stamm- Stockaustriebe";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;CO;3458710.01112639;5431869.32647093;"00012D160000ED966C014B634A4154E6E4548FB85441ED966C014B634A4154E6E4548FB854417C01000000ED966C014B634A4154E6E4548FB85441FE";0;;
Nord;;9017;Parkplatz ggü. Joint Research Center ;Spitz-Ahorn;Acer platanoides;Einzelbaum;;"11.10.2019";"2021 Q2";Zapf;"3-wiederherstellbar";"1-höher";"3-sehr geschwächt";"2-Erwachsener Baum";101;13;7;1985;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung | 07-Totholz | 08-Wipfeldürre";"2-deutliche Schäden";"1-normal";;;"09";3458721.09625202;5440891.09895249;"00012D16000077FC518C50634A41D33C55C65EC1544177FC518C50634A41D33C55C65EC154417C0100000077FC518C50634A41D33C55C65EC15441FE";110.15900236360824;;
Ost;"70.03";104;NO;Spitz-Ahorn;Acer platanoides;Einzelbaum;;"04.02.2019";"2020 Q3";R.Kastner;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";182;14;13;1970;"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;CO;3458667.51012635;5431858.94547092;"00012D160000FBD14BC135634A41769882BC8CB85441FBD14BC135634A41769882BC8CB854417C01000000FBD14BC135634A41769882BC8CB85441FE";0;;
Ost;"70.22";149;N;Rot-Eiche;Quercus rubra;Einzelbaum;;"04.02.2019";"2020 Q3";R.Kastner;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";148;11;13;1980;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"05-V-Vergabelung | 07-Totholz";"1-leichte Schäden";"1-normal";;;CO;3458614.03712629;5432036.08947103;"00012D160000E58DC0041B634A41B3E4B905B9B85441E58DC0041B634A41B3E4B905B9B854417C01000000E58DC0041B634A41B3E4B905B9B85441FE";0;;
Nord;;5057;Gebäude 512;Stiel-Eiche;Quercus robur;Einzelbaum;;"27.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";135;16;11;1950;;"0-keine Schäden";"01-Verletzung";"2-deutliche Schäden";;"0-keine Schäden";"1-normal";;;"05";3458263.823;5440277.129;"00012D160000621058E96B624A4137894148C5C05441621058E96B624A4137894148C5C054417C01000000621058E96B624A4137894148C5C05441FE";109.84071208997521;;
Nord;;3250;Gebäude 341;Robinie;Robinia pseudoacacia;Einzelbaum;;"24.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";148;17;8;1965;;"0-keine Schäden";"01-Verletzung | 05-V-Vergabelung";"2-deutliche Schäden";"01-Verletzung | 10-Kappung";"2-deutliche Schäden";"4-reduziert";;;"03";3458505.636;5440064.935;"00012D160000B07268D1E4624A413D0AD73B90C05441B07268D1E4624A413D0AD73B90C054417C01000000B07268D1E4624A413D0AD73B90C05441FE";110.65617419687342;;
Nord;;2240;Neureuter Straße;;;Baumgruppe;25;"18.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";38;5;4;1995;;"0-keine Schäden";;"1-leichte Schäden";;"1-leichte Schäden";"1-normal";"01-Verletzung | 05-V-Vergabelung";;"02";3458853.12186572;5439597.74185203;"00012D160000C14B998F92634A41F0807A6F1BC05441C14B998F92634A41F0807A6F1BC054417C01000000C14B998F92634A41F0807A6F1BC05441FE";110.4627388808037;;
Nord;;1011;Parkplatz Einfahrt ;Weiss-/Sandbirke;Betula pendula;Einzelbaum;;"20.09.2019";"2021 Q1";Zapf;"3-wiederherstellbar";"1-höher";"1-vital";"2-Erwachsener Baum";82;19;10;1990;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"07-Totholz";"1-leichte Schäden";"1-normal";;;"01";3458211.57825108;5439427.20195082;"00012D160000A32104CA51624A4122C3ECCCF0BF5441A32104CA51624A4122C3ECCCF0BF54417C01000000A32104CA51624A4122C3ECCCF0BF5441FE";111.58157715735791;;
Nord;;5120;Gebäude 541;Weymouths-Kiefer;Pinus strobus;Einzelbaum;;"09.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";157;19;9;1965;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"05";3458544.573;5440369.916;"00012D16000062105849F8624A4177BE9F7ADCC0544162105849F8624A4177BE9F7ADCC054417C0100000062105849F8624A4177BE9F7ADCC05441FE";110.92047638411194;;
Nord;;2136;KITA;Schwarz-Kiefer;Pinus nigra;Einzelbaum;;"19.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";154;18;11;1975;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";;;;"02";3458522.062;5439447.044;"00012D160000B29DEF07ED624A4160E5D0C2F5BF5441B29DEF07ED624A4160E5D0C2F5BF54417C01000000B29DEF07ED624A4160E5D0C2F5BF5441FE";110.91009637789185;;
Nord;;6195;Gebäude 696;Vogel-, Süss-Kirsche;Prunus avium;Einzelbaum;;"10.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";72;9;7;1995;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"06";3458760.463;5440454.265;"00012D1600008195433B64634A418FC2F590F1C054418195433B64634A418FC2F590F1C054417C010000008195433B64634A418FC2F590F1C05441FE";110.82525998651268;;
Ost;"70.18";267;S;Hainbuche;Carpinus betulus;Einzelbaum;;"05.02.2019";"2020 Q3";R.Kastner;"1-verkehrssicher";"2-normal";"2-geschwächt";"2-Erwachsener Baum";141;9;11;1975;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"2-deutliche Schäden";"2-einseitig";;;CO;3458485.09912616;5431755.33547087;"00012D160000802AB08CDA624A41D05A78D572B85441802AB08CDA624A41D05A78D572B854417C01000000802AB08CDA624A41D05A78D572B85441FE";0;;
Nord;;2174;Büchenauerstr.;Stiel-Eiche;Quercus robur;Einzelbaum;;"02.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";44;5;5;1995;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung";"2-deutliche Schäden";"1-normal";;;"02";3458613.052;5439580.327;"00012D1600009EEFA7861A634A416891ED1417C054419EEFA7861A634A416891ED1417C054417C010000009EEFA7861A634A416891ED1417C05441FE";110.58425586401744;;
Nord;;1252;Gebäude 142;Rot-Eiche;Quercus rubra;Einzelbaum;;"17.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";135;17;13;1980;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"01";3458227.18312554;5439729.41047559;"00012D1600005FA8709759624A41693B455A3CC054415FA8709759624A41693B455A3CC054417C010000005FA8709759624A41693B455A3CC05441FE";110.68675347928763;;
Nord;;3260;Gebäude 341;Robinie;Robinia pseudoacacia;Einzelbaum;;"26.09.2019";"2020 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"3-Altbaum";226;21;15;1950;;"0-keine Schäden";"01-Verletzung | 02-Höhlung | 05-V-Vergabelung";"1-leichte Schäden";"01-Verletzung | 10-Kappung";"2-deutliche Schäden";"4-reduziert";;;"03";3458509.887;5440100.944;"00012D1600004C3789F1E6624A41FA7E6A3C99C054414C3789F1E6624A41FA7E6A3C99C054417C010000004C3789F1E6624A41FA7E6A3C99C05441FE";110.20963220133153;;
Nord;;7109;Gebäude 9670;Trompetenbaum;Catalpa bignonioides;Einzelbaum;;"11.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";104;9;12;1985;;"0-keine Schäden";"09-Schrägstand";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"3-ausladend";;;"07";3458397.23412567;5440747.52047618;"00012D16000078D4F79DAE624A41537B4FE13AC1544178D4F79DAE624A41537B4FE13AC154417C0100000078D4F79DAE624A41537B4FE13AC15441FE";110.18137366168777;;
Nord;;2181;Büchenauerstr.;Rotbuche;Fagus sylvatica;Einzelbaum;;"18.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";119;20;11;1975;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"2-einseitig";;;"02";3458619.432;5439633.817;"00012D160000A8C64BB71D634A415EBA497424C05441A8C64BB71D634A415EBA497424C054417C01000000A8C64BB71D634A415EBA497424C05441FE";110.74122828798443;;
Nord;;3108;Gebäude 305;Rot-Eiche;Quercus rubra;Einzelbaum;;"23.09.2019";"2021 Q1";Zapf;"3-wiederherstellbar";"1-höher";"1-vital";"2-Erwachsener Baum";179;20;18;1965;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung | 07-Totholz";"1-leichte Schäden";"3-ausladend";;;"03";3458342.81812565;5439893.92247568;"00012D1600005F57B86893624A416FD7097B65C054415F57B86893624A416FD7097B65C054417C010000005F57B86893624A416FD7097B65C05441FE";110.8364371923946;;
Nord;;2071;Kantine;Rot-Eiche;Quercus rubra;Einzelbaum;;"19.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";138;22;18;1960;"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"3-ausladend";;;"02";3458345.57112567;5439512.75847546;"00012D1600005DA51AC994624A41A8DC8A3006C054415DA51AC994624A41A8DC8A3006C054417C010000005DA51AC994624A41A8DC8A3006C05441FE";110.7935961968049;;
Nord;;2012;Kantine;Urwelt-Mammutbaum;Metasequoia glyptostroboides;Einzelbaum;;"20.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";314;25;6;1960;;"0-keine Schäden";;"0-keine Schäden";"09-Blattverfärbung";"1-leichte Schäden";"1-normal";;;"02";3458329.75212566;5439478.69947543;"00012D16000054A745E08C624A419834C4ACFDBF544154A745E08C624A419834C4ACFDBF54417C0100000054A745E08C624A419834C4ACFDBF5441FE";110.8140992661243;;
Nord;;6029;Blankenlocher Straße ;Hainbuche;Carpinus betulus;Einzelbaum;;"08.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";107;13;9;1990;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"06";3458754.247;5440327.873;"00012D1600002DB29D1F61634A41643BDFF7D1C054412DB29D1F61634A41643BDFF7D1C054417C010000002DB29D1F61634A41643BDFF7D1C05441FE";110.26050723391627;;
Nord;;1032;Fortbildungszentrum ;Sommer-Linde;Tilia platyphyllos;Einzelbaum;;"20.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";94;12;10;1975;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung | 08-Wipfeldürre";"1-leichte Schäden";"1-normal";;;"01";3458293.80025124;5439566.27295098;"00012D160000F4A16EE67A624A416307789113C05441F4A16EE67A624A416307789113C054417C01000000F4A16EE67A624A416307789113C05441FE";111.12971756566787;;
Nord;;5028;Kläranlage ;Hainbuche;Carpinus betulus;Einzelbaum;;"27.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";44;11;5;1995;"05-Bodenauftrag";"1-leichte Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"05";3458251.59512554;5440249.66947589;"00012D160000DE122DCC65624A4167B1D86ABEC05441DE122DCC65624A4167B1D86ABEC054417C01000000DE122DCC65624A4167B1D86ABEC05441FE";110.31172771444027;;
Nord;;3129;Gebäude 316;Spitz-Ahorn;Acer platanoides;Einzelbaum;;"25.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";82;14;9;1990;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"03";3458198.729;5439876.815;"00012D1600003BDF4F5D4B624A41C3F5283461C054413BDF4F5D4B624A41C3F5283461C054417C010000003BDF4F5D4B624A41C3F5283461C05441FE";110.74227689431837;;
Nord;;4095;Gebäude 418;Rotbuche;Fagus sylvatica;Einzelbaum;;"27.04.2018";"2020 Q4";SVBüro-Strasser;"1-verkehrssicher";"1-höher";"1-vital";"1-Jungbaum";22;5;3;2015;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"04";3458772.12;5439757.939;"00012D160000F6285C0F6A634A417593187C43C05441F6285C0F6A634A417593187C43C054417C01000000F6285C0F6A634A417593187C43C05441FE";110.81998809594326;;
Nord;;6263;Gebäude 688;Rotbuche;Fagus sylvatica;Einzelbaum;;"10.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";148;21;16;1950;"04-Bodenverdichtung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung | 08-Wipfeldürre";"1-leichte Schäden";"1-normal";;;"06";3458917.88212623;5440574.72747604;"00012D1600002683E9F0B2634A41AAF78EAE0FC154412683E9F0B2634A41AAF78EAE0FC154417C010000002683E9F0B2634A41AAF78EAE0FC15441FE";110.6518312433687;;
Nord;;4011;Leopoldshafener Allee;Schwarznuss;Juglans nigra;Einzelbaum;;"20.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"3-sehr geschwächt";"2-Erwachsener Baum";88;12;7;1995;;"0-keine Schäden";"01-Verletzung";"2-deutliche Schäden";"08-Wipfeldürre";"2-deutliche Schäden";"1-normal";;;"04";3458470.299;5439829.629;"00012D160000CBA14526D3624A413789416855C05441CBA14526D3624A413789416855C054417C01000000CBA14526D3624A413789416855C05441FE";110.71294561760625;;
Nord;;4376;Gebäude 441;Europ. Lärche;Larix decidua;Einzelbaum;;"24.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"2-geschwächt";"2-Erwachsener Baum";94;19;6;1985;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"04";3458536.469;5440005.513;"00012D1600002731083CF4624A41F4FDD46081C054412731083CF4624A41F4FDD46081C054417C010000002731083CF4624A41F4FDD46081C05441FE";110.6004617245879;;
Nord;;1062;Einfahrt;Blut-Buche;Fagus sylvatica 'Atropunicea';Einzelbaum;;"16.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";188;17;14;1960;"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"01";3458318.04512564;5439602.93847551;"00012D1600004EADC60587624A4196FB0FBC1CC054414EADC60587624A4196FB0FBC1CC054417C010000004EADC60587624A4196FB0FBC1CC05441FE";110.96987975242476;;
Ost;"70.01";5;SW;Stiel-Eiche;Quercus robur;Einzelbaum;;"19.11.2019";"2020 Q3";Holzheuer;"3-wiederherstellbar";"1-höher";"1-vital";"3-Altbaum";286;17;16;1930;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung | 07-Totholz";"1-leichte Schäden";"1-normal";;;CO;3458522.4721262;5431699.82647084;"00012D1600009EA16E3CED624A41F3E5E4F464B854419EA16E3CED624A41F3E5E4F464B854417C010000009EA16E3CED624A41F3E5E4F464B85441FE";0;;
Ost;"70.27";141;NO;Trauben-Eiche;Quercus petraea;Einzelbaum;;"04.02.2019";"2021 Q3";R.Kastner;"1-verkehrssicher";"1-höher";"2-geschwächt";"1-Jungbaum";19;5;2;2015;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;CO;3458586.54712626;5431906.57447096;"00012D160000B93B08460D634A41D821C4A498B85441B93B08460D634A41D821C4A498B854417C01000000B93B08460D634A41D821C4A498B85441FE";0;;
Nord;;6299;Gebäude 691;Edel-, Esskastanie;Castanea sativa;Einzelbaum;;"09.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";66;8;8;1995;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"06";3458795.098;5440485.966;"00012D16000096438B8C75634A41AAF1D27DF9C0544196438B8C75634A41AAF1D27DF9C054417C0100000096438B8C75634A41AAF1D27DF9C05441FE";111.26873546879102;;
Nord;;6251;Gebäude 687;Rotbuche;Fagus sylvatica;Einzelbaum;;"10.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"3-geringer";"1-vital";"2-Erwachsener Baum";88;17;9;1980;;"0-keine Schäden";"09-Schrägstand";"1-leichte Schäden";;"0-keine Schäden";"2-einseitig";;;"06";3458850.555;5440593.516;"00012D160000713D0A4791634A41DD24066114C15441713D0A4791634A41DD24066114C154417C01000000713D0A4791634A41DD24066114C15441FE";110.41703104715484;;
Nord;;49;Turm;Rot-Eiche;Quercus rubra;Einzelbaum;;"09.10.2019";"2020 Q3";Zapf;"1-verkehrssicher";"2-normal";"2-geschwächt";"4-Schadbaum";220;21;19;1960;"01-Verletzung";"1-leichte Schäden";"05-V-Vergabelung";"1-leichte Schäden";"03-Pilzbefall | 11-Astab-/ausbruch";"3-erhebliche Schäden";"3-ausladend";;;"00";3458610.23125182;5440382.3549519;"00012D160000DEA8991D19634A412D88B796DFC05441DEA8991D19634A412D88B796DFC054417C01000000DEA8991D19634A412D88B796DFC05441FE";110.58045058402477;;
Nord;;1133;Präsidium;Sommer-Linde;Tilia platyphyllos;Einzelbaum;;"17.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";63;18;10;1995;"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"01";3458352.00712567;5439737.90147559;"00012D160000747EE90098624A41ACC6B1793EC05441747EE90098624A41ACC6B1793EC054417C01000000747EE90098624A41ACC6B1793EC05441FE";110.65043371082854;;
Nord;;7101;Gebäude 712;Hainbuche;Carpinus betulus;Einzelbaum;;"11.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"3-geringer";"1-vital";"2-Erwachsener Baum";88;15;10;1980;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"07";3458340.167;5440677.708;"00012D1600008941601592624A413BDF4F6D29C154418941601592624A413BDF4F6D29C154417C010000008941601592624A413BDF4F6D29C15441FE";110.1590412206973;;
Nord;;4212;Weingartener Straße ;Douglasie;Pseudotsuga menziesii;Einzelbaum;;"07.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";176;20;12;1965;"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"04";3458819.765;5439900.393;"00012D1600001F85EBE181634A4179E9261967C054411F85EBE181634A4179E9261967C054417C010000001F85EBE181634A4179E9261967C05441FE";110.53430690411753;;
Nord;;5011;Kläranlage ;Lärche;Larix;Einzelbaum;;"27.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";97;18;7;1985;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"05";3458288.489;5440197.374;"00012D160000508D973E78624A41B29DEF57B1C05441508D973E78624A41B29DEF57B1C054417C01000000508D973E78624A41B29DEF57B1C05441FE";109.61377788200866;;
Nord;;2272;Neureuter Straße;Vogel-, Süss-Kirsche;Prunus avium;Einzelbaum;;"19.11.2019";"2021 Q2";Holzheuer;"1-verkehrssicher";"1-höher";"4-abgängig";"2-Erwachsener Baum";63;3;2;2000;"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung | 03-Pilzbefall | 08-Wipfeldürre";"3-erhebliche Schäden";"4-reduziert";;;"02";3458617.8332519;5439686.43695109;"00012D1600008EFFA7EA1C634A41B401F79B31C054418EFFA7EA1C634A41B401F79B31C054417C010000008EFFA7EA1C634A41B401F79B31C05441FE";110.505276990359;;
Nord;;4234;Gebäude 436 ;Serbische Fichte;Picea omorika;Einzelbaum;;"07.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"3-geringer";"1-vital";"2-Erwachsener Baum";53;15;2;2000;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"04";3458804.989;5439877.596;"00012D160000508D977E7A634A412FDD246661C05441508D977E7A634A412FDD246661C054417C01000000508D977E7A634A412FDD246661C05441FE";111.37313484967123;;
Nord;;5029;Kläranlage ;Stiel-Eiche;Quercus robur;Einzelbaum;;"27.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";66;11;7;1995;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"2-einseitig";;;"05";3458255.61712555;5440250.41047589;"00012D16000053F8FDCE67624A41AB3C459ABEC0544153F8FDCE67624A41AB3C459ABEC054417C0100000053F8FDCE67624A41AB3C459ABEC05441FE";110.30862742160495;;
Nord;;3264;Gebäude 341;Schwarz-Kiefer;Pinus nigra;Einzelbaum;;"27.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";138;18;9;1970;"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"05-V-Vergabelung";"1-leichte Schäden";"1-normal";;;"03";3458456.575;5440121.608;"00012D1600009A999949CC624A41D578E9669EC054419A999949CC624A41D578E9669EC054417C010000009A999949CC624A41D578E9669EC05441FE";110.37879931241024;;
Nord;;3013;östl. Gebäude 301;Rotbuche;Fagus sylvatica;Einzelbaum;;"23.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";123;19;12;1965;"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"03";3458430.146;5439863.162;"00012D160000C520B012BF624A413F355ECA5DC05441C520B012BF624A413F355ECA5DC054417C01000000C520B012BF624A413F355ECA5DC05441FE";110.72929531959993;;
Ost;"70.02";25;SW;Stiel-Eiche;Quercus robur;Einzelbaum;;"19.11.2019";"2020 Q3";Holzheuer;"3-wiederherstellbar";"2-normal";"2-geschwächt";"3-Altbaum";346;19;17;1900;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung | 07-Totholz | 11-Astab-/ausbruch";"2-deutliche Schäden";"1-normal";;;CO;3458568.4322525;5431661.52594163;"00012D160000C80C543704634A411507A9615BB85441C80C543704634A411507A9615BB854417C01000000C80C543704634A411507A9615BB85441FE";0;;
Nord;;2147;Eingang Süd ;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"16.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";157;21;10;1975;;"0-keine Schäden";;"0-keine Schäden";"14-Baumfremder Bewuchs";"0-keine Schäden";"1-normal";;;"02";3458368.22412569;5439601.46547551;"00012D1600008E26B01CA0624A41CB59CA5D1CC054418E26B01CA0624A41CB59CA5D1CC054417C010000008E26B01CA0624A41CB59CA5D1CC05441FE";110.89134656720482;;
Nord;;5083;Gebäude 526;Trompetenbaum;Catalpa bignonioides;Einzelbaum;;"09.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";135;11;11;1980;;"0-keine Schäden";"01-Verletzung";"2-deutliche Schäden";;"0-keine Schäden";"1-normal";;;"05";3458522.822;5440257.336;"00012D160000C74B3769ED624A4125068155C0C05441C74B3769ED624A4125068155C0C054417C01000000C74B3769ED624A4125068155C0C05441FE";109.8330252893466;;
Nord;;4404;ggü. Gebäude 448;Berg-Ahorn;Acer pseudoplatanus;Einzelbaum;;"07.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";135;24;11;1960;;"0-keine Schäden";"01-Verletzung | 05-V-Vergabelung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"04";3458914.844;5439890.581;"00012D1600002731086CB1634A41A01A2FA564C054412731086CB1634A41A01A2FA564C054417C010000002731086CB1634A41A01A2FA564C05441FE";110.25211156071433;;
Nord;;1351;Messstation ;Rotbuche;Fagus sylvatica;Einzelbaum;;"16.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";157;26;15;1965;"02-Höhlung";"1-leichte Schäden";;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"3-ausladend";;;"01";3457960.23212527;5439496.55247546;"00012D160000E647B61DD4614A4108C25B2302C05441E647B61DD4614A4108C25B2302C054417C01000000E647B61DD4614A4108C25B2302C05441FE";0;;
Nord;;1123;Präsidium;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"17.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"3-sehr geschwächt";"2-Erwachsener Baum";85;22;8;1960;;"0-keine Schäden";;"0-keine Schäden";"08-Wipfeldürre | 14-Baumfremder Bewuchs";"1-leichte Schäden";"1-normal";;;"01";3458348.09425134;5439728.05195116;"00012D1600008B6D100C96624A41F52A53033CC054418B6D100C96624A41F52A53033CC054417C010000008B6D100C96624A41F52A53033CC05441FE";111.07952844931286;;
Nord;;1219;Präsidium;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"17.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";167;22;11;1960;;"0-keine Schäden";;"0-keine Schäden";"14-Baumfremder Bewuchs";"1-leichte Schäden";"1-normal";;;"01";3458286.1461256;5439802.06347563;"00012D160000613EB41277624A4117FC0F844EC05441613EB41277624A4117FC0F844EC054417C01000000613EB41277624A4117FC0F844EC05441FE";110.69884362569705;;
