Campus,Hausnummer,Baumnummer,Genauer Standort,Art deutsch,Art botanisch,Einzelbaum/Gruppe,Anzahl Bäume (Gruppe),Datum Kontrolle,Nächste Kontrolle,Kontrolleur,Verkehrssicherheit,Funktion,Vitalität,Physiologie,O Stamm,Höhe,Ø Krone,Pflanzjahr,Symptom Wurzel,Bewertung Wurzel,Symptom Stamm,Bewertung Stamm,Symptom Krone,Bewertung Krone,Kronenform,Symptom Gruppe,Bewertung Gruppe,Bereich,Koordinate X,Koordinate Y,Height_DEM,tree_h_pointcloud,crown_height_pointcloud
Nord,,"7110",Gebäude 9670,Kugel-Trompetenbaum,Catalpa bignonioides 'Nana',Einzelbaum,,11.10.2019,2020 Q3,Zapf,1-verkehrssicher,1-höher,1-vital,4-Schadbaum,"50","3","4","2000",,0-keine Schäden,01-Verletzung,3-erhebliche Schäden,,0-keine Schäden,1-normal,,,"07",3458419.701,5440741.295,110.220452867934,,
Nord,,"4154",Gebäude 425,Spitz-Ahorn,Acer platanoides,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"85","12","7","1995",,0-keine Schäden,01-Verletzung,1-leichte Schäden,08-Wipfeldürre,1-leichte Schäden,1-normal,,,"04",3458713.727,5439876.848,110.728300259528,10.2216997404719,9.66
Nord,,"7074",Gebäude 712,"Vogel-, Süss-Kirsche",Prunus avium,Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"75","13","11","1990",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"07",3458412.23,5440652.863,110.351279741029,11.3865774018278,9.31357142857145
Ost,"70.30","69",O,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"207","16","13","1960",,0-keine Schäden,10-Baumfremder Bewuchs,1-leichte Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,CO,3458567.93812625,5431732.23547085,0,,
Nord,,"94",Joint Research Center,Gem. Rosskastanie,Aesculus hippocastanum,Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"97","13","8","1970",,0-keine Schäden,01-Verletzung,2-deutliche Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"00",3458746.50112603,5440869.24747623,109.923296129311,,
Nord,,"4077",Karlsruher Allee,Lärche,Larix,Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"69","17","10","1990",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"04",3458880.36,5439761.291,110.865707557526,8.87095910914076,8.31333333333332
Nord,,"2028",Kantine,Europ. Eibe,Taxus baccata,Einzelbaum,,19.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"53","6","8","1985",,0-keine Schäden,05-V-Vergabelung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"02",3458358.79,5439437.763,111.024979766195,19.2446754062192,17.3768965517241
Nord,,"4079",Karlsruher Allee,Lärche,Larix,Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"97","15","12","1990",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"04",3458894.511,5439755.883,110.831435588468,8.70856441153197,8.08374999999999
Nord,,"4286",Gebäude 435,Rotbuche,Fagus sylvatica,Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"104","10","10","1990",,0-keine Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"04",3458931.329,5439775.878,110.673376195209,6.55662380479143,6.03000000000002
Nord,,"6275",Gebäude 688,Rotbuche,Fagus sylvatica,Einzelbaum,,10.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"79","15","9","1985",,0-keine Schäden,,0-keine Schäden,01-Verletzung,2-deutliche Schäden,1-normal,,,"06",3458897.345,5440522.669,110.162067285639,12.6607898572185,10.7742857142857
Nord,,"6161",Gebäude 681,Spitz-Ahorn,Acer platanoides,Einzelbaum,,10.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"104","14","11","1970",01-Verletzung,2-deutliche Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"06",3458671.47912597,5440525.45447604,110.059334311852,11.145665688148,10.11
Nord,,"1304",Landesstraße,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,20.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,3-sehr geschwächt,2-Erwachsener Baum,"145","28","10","1960",,0-keine Schäden,,0-keine Schäden,14-Baumfremder Bewuchs,2-deutliche Schäden,1-normal,,,"01",3458128.5822509,5439411.17695081,110.686661862427,24.0308381375729,19.861875
Nord,,"6199",Gebäude 696,"Vogel-, Süss-Kirsche",Prunus avium,Einzelbaum,,10.10.2019,2021 Q2,Zapf,1-verkehrssicher,3-geringer,1-vital,2-Erwachsener Baum,"75","13","6","1995",,0-keine Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"06",3458749.173,5440416.635,110.822919844082,8.09708015591808,7.47
Nord,,"5018",Kläranlage ,Robinie,Robinia pseudoacacia,Einzelbaum,,27.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"126","19","9","1970",,0-keine Schäden,01-Verletzung | 09-Schrägstand,2-deutliche Schäden,14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,"05",3458275.683,5440202.76,109.804882051059,16.3982997671232,15.6322727272727
Nord,,"4135",Eggensteinerstr.,Serbische Fichte,Picea omorika,Einzelbaum,,16.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"47","9","4","2019",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"04",3458892.74422237,5439690.35191942,110.422541545889,,
Nord,,"5061",Gebäude 510,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,27.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"141","21","7","1950",05-Bodenauftrag,1-leichte Schäden,01-Verletzung | 10-Baumfremder Bewuchs,0-keine Schäden,14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,"05",3458282.254,5440268.143,109.948695193178,18.0176381401558,17.062
Nord,,"1086",Präsidium,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"151","24","11","1960",,0-keine Schäden,01-Verletzung,1-leichte Schäden,11-Astab-/ausbruch,1-leichte Schäden,1-normal,,,"01",3458321.78512564,5439666.46047555,110.83312665268,19.4961233473198,16.35825
Nord,,"3201",Bolzplatz ,Rot-Eiche,Quercus rubra,Einzelbaum,,24.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"207","21","18","1965",01-Verletzung,1-leichte Schäden,02-Höhlung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,4-reduziert,,,"03",3458300.5212512,5440003.76995149,110.032071482002,16.1204285179978,15.1816666666666
Nord,,"1255",Gebäude 142,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"167","26","11","1960",,0-keine Schäden,,0-keine Schäden,14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,"01",3458220.63112553,5439707.40747558,110.80724148589,21.0393299426815,17.4034285714286
Ost,"70.03","119",NO,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"151","15","6","1965",,0-keine Schäden,,0-keine Schäden,01-Verletzung | 14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,CO,3458692.59312637,5431882.91347094,0,,
Nord,,"2192",Blankenlocherstr. ,Europ. Eibe,Taxus baccata,Einzelbaum,,02.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"38","5","4","1995",,0-keine Schäden,01-Verletzung | 05-V-Vergabelung,1-leichte Schäden,,0-keine Schäden,,,,"02",3458675.893,5439584.838,110.838520084328,5.05897991567232,4.27250000000001
Nord,,"4336",Gebäude 445,Hainbuche,Carpinus betulus,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"119","17","12","1980",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"04",3458733.541,5439971.472,110.482484897158,15.3547373250645,13.9872222222223
Nord,,"4211",Weingartener Straße ,Hainbuche,Carpinus betulus,Einzelbaum,,07.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"60","15","9","1990",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"04",3458814.233,5439901.765,110.514094115614,15.8233477448514,13.6432558139535
Nord,,"1053",Fortbildungszentrum,Linde,Tilia x,Einzelbaum,,19.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"145","20","11","1970",,0-keine Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"01",3458213.69412553,5439503.55747545,111.184652433165,14.3469265142029,13.837894736842
Nord,,"8",Nördlich Heizschacht 4014,Rotblättriger Spitz-Ahorn,Acer platanoides 'rubra',Einzelbaum,,06.06.2018,2020 Q4,SVBüro-Strasser,1-verkehrssicher,1-höher,1-vital,1-Jungbaum,"16","4","2","2015",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"00",3458456.23212577,5439835.74947564,110.609731588797,,
Nord,,"5144",Gebäude 544,Rot-Eiche,Quercus rubra,Einzelbaum,,10.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"113","20","10","1980",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"05",3458587.069,5440451.125,110.559484180154,14.8855158198463,13.3622727272727
Nord,,"1128",Präsidium,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,17.09.2019,2021 Q1,Zapf,4-nicht verkehrssicher,1-höher,4-abgängig,2-Erwachsener Baum,"135","24","11","1960",,0-keine Schäden,01-Verletzung,2-deutliche Schäden,07-Totholz | 08-Wipfeldürre | 14-Baumfremder Bewuchs,3-erhebliche Schäden,1-normal,,,"01",3458340.77425132,5439730.18695116,110.947043554165,22.7119219630767,18.7406896551724
Nord,,"1290",Parkplatz Einfahrt,Rotbuche,Fagus sylvatica,Einzelbaum,,20.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"104","22","9","1960",,0-keine Schäden,,0-keine Schäden,08-Wipfeldürre,1-leichte Schäden,1-normal,,,"01",3458218.493,5439402.256,111.520386738537,19.7423910392403,16
Nord,,"2054",Kantine ,Spitz-Ahorn,Acer platanoides,Einzelbaum,,20.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"63","14","4","1995",01-Verletzung,1-leichte Schäden,,0-keine Schäden,01-Verletzung | 12-ungünst. Kronenaufbau,1-leichte Schäden,1-normal,,,"02",3458402.33312573,5439506.60947545,111.676727904552,,
Nord,,"6305",Gebäude 687,,,Baumgruppe,"33",22.10.2019,2021 Q2,Zapf,3-wiederherstellbar,1-höher,1-vital,2-Erwachsener Baum,"292","25","18","1900",,,,,,1-leichte Schäden,1-normal,01-Verletzung | 02-Höhlung | 05-V-Vergabelung | 07-Wipfeldürre,,"06",3458860.52236644,5440545.57102559,110.063819584203,18.4108862981502,15.6564705882354
Nord,,"9015",Parkplatz ggü. Joint Research Center ,Spitz-Ahorn,Acer platanoides,Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"110","14","10","1970",,0-keine Schäden,01-Verletzung | 02-Höhlung,2-deutliche Schäden,,0-keine Schäden,1-normal,,,"09",3458727.03812601,5440911.13047626,110.249157585521,,
Nord,,"3025",westl. Gebäude 307,Douglasie,Pseudotsuga menziesii,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"188","27","10","1965",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"03",3458347.319,5439841.573,110.616831225685,21.4238209482276,16.9252173913044
Nord,,"9005",Parkplatz ggü. Joint Research Center ,Spitz-Ahorn,Acer platanoides,Einzelbaum,,11.10.2019,2020 Q3,Zapf,3-wiederherstellbar,1-höher,3-sehr geschwächt,4-Schadbaum,"94","10","8","1980",,0-keine Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung | 07-Totholz | 08-Wipfeldürre,3-erhebliche Schäden,1-normal,,,"09",3458737.20525204,5440877.18495248,110.228031985315,,
Nord,,"3301",Gebäude 351,Mammutbaum,Sequoiadendron giganteum,Einzelbaum,,25.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"339","20","10","1950",,0-keine Schäden,,0-keine Schäden,08-Wipfeldürre | 09-Blattverfärbung,1-leichte Schäden,1-normal,,,"03",3458204.548,5440099.844,110.388140438453,17.9977499725062,15.1721917808219
Nord,,"4291",Gebäude 439,Spitz-Ahorn,Acer platanoides,Einzelbaum,,07.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"47","11","6","2005",,0-keine Schäden,,0-keine Schäden,12-ungünst. Kronenaufbau,1-leichte Schäden,1-normal,,,"04",3458880.686,5439815.337,110.838955824789,,
Nord,,"4228",Neutharder Straße ,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,07.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"82","11","6","1990",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"04",3458828.547,5439849.03,111.222749625443,7.15591704122336,5.80133333333335
Ost,"70.16","263",S,Rot-Eiche,Quercus rubra,Einzelbaum,,05.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"214","16","14","1980",08-Belagsanhebung,1-leichte Schäden,01-Verletzung,2-deutliche Schäden,01-Verletzung | 05-V-Vergabelung,1-leichte Schäden,1-normal,,,CO,3458497.31912617,5431808.3714709,0,,
Nord,,"3235",Gebäude 321,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,24.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"135","21","9","1975",,0-keine Schäden,01-Verletzung,1-leichte Schäden,11-Astab-/ausbruch,1-leichte Schäden,1-normal,,,"03",3458476.04512579,5439964.82047571,110.649339426666,16.0046605733343,14.435
Nord,,"5145",Gebäude 544,Rot-Eiche,Quercus rubra,Einzelbaum,,10.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"210","22","15","1960",01-Verletzung,1-leichte Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"05",3458584.081,5440455.047,110.949124968432,15.9418274125201,14.0623809523809
Nord,,"5109",Gebäude 521,Spitz-Ahorn,Acer platanoides,Einzelbaum,,09.10.2019,2024 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,1-Jungbaum,"19","6","2","2012",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"05",3458482.707,5440285.125,110.528012938647,,
Nord,,"5051",Gebäude 514,Douglasie,Pseudotsuga menziesii,Einzelbaum,,27.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"141","21","8","1970",,0-keine Schäden,,0-keine Schäden,11-Astab-/ausbruch,1-leichte Schäden,1-normal,,,"05",3458220.793,5440367.334,109.635526127843,18.8320929197756,13.9476190476191
Nord,,"1040",Fortbildungszentrum,Spätblühende Trauben-Kirsche,Prunus serotina,Einzelbaum,,25.05.2018,2020 Q4,SVBüro-Radüge,1-verkehrssicher,2-normal,1-vital,1-Jungbaum,"31","5","5","2010",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"01",3458251.73212557,5439577.9204755,111.157750729018,9.45224927098161,8.31333333333333
Nord,,"4327",Gebäude 445,Douglasie,Pseudotsuga menziesii,Einzelbaum,,27.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"119","21","9","1975",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"04",3458750.906,5440016.737,110.235853296357,16.2630656225621,14.8564864864865
Nord,,"58",,Stiel-Eiche,Quercus robur,Einzelbaum,,07.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"110","21","13","1970",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,2-einseitig,,,"04",3459001.69,5439947.553,110.522071285519,15.1749657515182,14.0566666666667
Nord,,"3182",Gebäude 315,Stiel-Eiche,Quercus robur,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"119","12","10","1980",,0-keine Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"03",3458232.124,5440021.642,109.924770852623,13.4012291473765,11.461
Nord,,"1189",Präsidium,Douglasie,Pseudotsuga menziesii,Einzelbaum,,16.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"151","21","10","1975",01-Verletzung | 04-Bodenverdichtung,1-leichte Schäden,,0-keine Schäden,08-Wipfeldürre,1-leichte Schäden,1-normal,,,"01",3458292.08625122,5439655.79795108,110.757510055051,19.1431149449492,16.195
Nord,,"1323",Landesstraße,Rotbuche,Fagus sylvatica,Einzelbaum,,20.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"107","25","10","1960",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"01",3458033.75412535,5439416.89647541,110.610707482629,26.1127707782402,22.6421739130435
Nord,,"99",Joint Research Center,Gem. Rosskastanie,Aesculus hippocastanum,Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"119","12","9","1975",01-Verletzung,1-leichte Schäden,02-Höhlung,2-deutliche Schäden,01-Verletzung | 02-Höhlung,1-leichte Schäden,1-normal,,,"00",3458772.01612606,5440961.14547628,109.961091868205,,
Ost,"70.01","7",SW,Hainbuche,Carpinus betulus,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"88","12","7","1975",,0-keine Schäden,11-Stamm- Stockaustriebe,1-leichte Schäden,07-Totholz,1-leichte Schäden,1-normal,,,CO,3458508.27912619,5431693.86847083,0,,
Nord,,"1137",Präsidium,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"113","22","10","1980",,0-keine Schäden,,0-keine Schäden,14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,"01",3458342.72812566,5439741.76347559,111.1369764826,23.1696235174002,20.1068
Nord,,"1091",Präsidium,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"132","23","9","1980",,0-keine Schäden,01-Verletzung,2-deutliche Schäden,11-Astab-/ausbruch | 14-Baumfremder Bewuchs,2-deutliche Schäden,4-reduziert,,,"01",3458333.2172513,5439673.0939511,110.399085596993,21.9222047255879,17.7345161290322
Nord,,"3184",Gebäude 315,Stiel-Eiche,Quercus robur,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,2-geschwächt,2-Erwachsener Baum,"157","18","14","1960",,0-keine Schäden,,0-keine Schäden,08-Wipfeldürre,1-leichte Schäden,1-normal,,,"03",3458228.859,5440008.699,110.060968352245,14.163031647755,13.354
Nord,,"2266",Neureuter Straße,"Vogel-, Süss-Kirsche",Prunus avium,Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"141","6","9","1985",01-Verletzung,1-leichte Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"02",3458651.605,5439661.789,110.46895908018,9.82229091982043,8.3475
Nord,,"4332",Gebäude 445,Spitz-Ahorn,Acer platanoides,Einzelbaum,,27.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"85","14","8","1990",,0-keine Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,2-einseitig,,,"04",3458742.268,5440005.856,110.635703347267,17.6526299860662,17.05
Nord,,"3224",Gebäude 321,Rotbuche,Fagus sylvatica,Einzelbaum,,24.09.2019,2021 Q1,Zapf,3-wiederherstellbar,1-höher,3-sehr geschwächt,2-Erwachsener Baum,"129","16","10","1975",,0-keine Schäden,,0-keine Schäden,01-Verletzung | 07-Totholz | 08-Wipfeldürre,2-deutliche Schäden,2-einseitig,,,"03",3458460.88312578,5439919.46547569,110.830475857702,12.8041908089645,12.1106666666667
Nord,,"1023",Parkplatz Einfahrt,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,20.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"129","21","8","1975",,0-keine Schäden,01-Verletzung,1-leichte Schäden,14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,"01",3458265.41125118,5439432.92495082,111.135369411312,19.5167734458309,16.4792857142857
Nord,,"1081",Präsidium,Sommer-Linde,Tilia platyphyllos,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"116","17","10","1980",01-Verletzung,1-leichte Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"01",3458330.68012565,5439656.15147554,110.911393837922,18.8977365968608,16.6126086956522
Nord,,"96",Joint Research Center,Gem. Rosskastanie,Aesculus hippocastanum,Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"129","13","10","1970",,0-keine Schäden,,0-keine Schäden,01-Verletzung | 02-Höhlung,1-leichte Schäden,1-normal,,,"00",3458752.43512604,5440891.28847624,109.943829699376,,
Nord,,"4182",Gebäude 424,Linde,Tilia x,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"129","13","9","1985",01-Verletzung,1-leichte Schäden,06-Rindenauffälligkeit,1-leichte Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"04",3458615.66812594,5439869.92947565,111.00044441248,12.2085555875201,10.50225
Nord,,"3206",Gebäude 329,Stiel-Eiche,Quercus robur,Einzelbaum,,24.09.2019,2020 Q2,Zapf,1-verkehrssicher,2-normal,3-sehr geschwächt,4-Schadbaum,"232","15","9","1935",,0-keine Schäden,01-Verletzung | 11-Stamm- Stockaustriebe,1-leichte Schäden,01-Verletzung | 02-Höhlung | 10-Kappung,3-erhebliche Schäden,1-normal,,,"03",3458390.6721257,5440016.50747575,110.534897671546,9.31510232845396,8.60999999999999
Nord,,"1210",Präsidium ,Rot-Eiche,Quercus rubra,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"192","20","15","1970",,0-keine Schäden,01-Verletzung,1-leichte Schäden,10-Kappung,2-deutliche Schäden,1-normal,,,"01",3458275.54812559,5439757.6454756,110.848306595244,14.8886164816795,13.6438461538462
Nord,,"1056",Fortbildungszentrum,Spitz-Ahorn,Acer platanoides,Einzelbaum,,19.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"75","12","9","1990",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"01",3458195.36612551,5439501.37747546,111.307997507092,9.64533582624084,6.90166666666666
Nord,,"7065",Gebäude 712,Rotbuche,Fagus sylvatica,Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"138","16","11","1970",,0-keine Schäden,01-Verletzung | 05-V-Vergabelung,2-deutliche Schäden,,0-keine Schäden,1-normal,,,"07",3458420.093,5440688.696,110.294640371501,15.8798040729436,13.8419444444445
Nord,,"2090",Eingang Süd,Hainbuche,Carpinus betulus,Einzelbaum,,22.03.2018,2020 Q4,SVBüro-Strasser,1-verkehrssicher,1-höher,1-vital,1-Jungbaum,"25","4","4","2005",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"02",3458352.797,5439557.907,111.108607665686,,
Nord,,"4127",Leopoldshafener Allee,Rotbuche,Fagus sylvatica,Einzelbaum,,24.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"182","18","15","1965",,0-keine Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung | 08-Wipfeldürre,1-leichte Schäden,1-normal,,,"04",3458503.052,5439934.554,110.62143404926,18.4696597007396,16.58828125
Nord,,"3335",Gebäude 322,Stiel-Eiche,Quercus robur,Einzelbaum,,23.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"192","23","14","1950",,0-keine Schäden,09-Schrägstand,1-leichte Schäden,01-Verletzung | 08-Wipfeldürre,1-leichte Schäden,2-einseitig,,,"03",3458348.02512566,5439938.2134757,110.866709577096,19.0590479986617,16.7327272727273
Nord,,"4337",Gebäude 445,Rotbuche,Fagus sylvatica,Einzelbaum,,26.09.2019,2020 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,4-Schadbaum,"132","13","14","1980",,0-keine Schäden,01-Verletzung | 04-Riss/Rippe | 05-V-Vergabelung | 09-Schrägstand,3-erhebliche Schäden,12-ungünst. Kronenaufbau,2-deutliche Schäden,3-ausladend,,,"04",3458732.39925212,5439968.50195141,110.528066443521,15.3551988626011,14.0451020408163
Nord,,"1350",Messstation ,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,16.09.2019,2020 Q2,Zapf,1-verkehrssicher,3-geringer,1-vital,3-Altbaum,"157","33","13","1940",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"01",3458042.53212535,5439502.54747546,110.536532715381,28.1658357056715,25.4039473684211
Nord,,"1228",Gebäude 152,Stiel-Eiche,Quercus robur,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"66","9","10","1995",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,3-ausladend,,,"01",3458232.07412554,5439821.28147564,110.293692040542,6.16630795945797,5.55999999999999
