Campus,Hausnummer,Baumnummer,Genauer Standort,Art deutsch,Art botanisch,Einzelbaum/Gruppe,Anzahl Bäume (Gruppe),Datum Kontrolle,Nächste Kontrolle,Kontrolleur,Verkehrssicherheit,Funktion,Vitalität,Physiologie,O Stamm,Höhe,Ø Krone,Pflanzjahr,Symptom Wurzel,Bewertung Wurzel,Symptom Stamm,Bewertung Stamm,Symptom Krone,Bewertung Krone,Kronenform,Symptom Gruppe,Bewertung Gruppe,Bereich,Koordinate X,Koordinate Y,Height_DEM,tree_h_pointcloud,crown_height_pointcloud
Ost,"70.03","83",NO,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"160","18","9","1965",,0-keine Schäden,,0-keine Schäden,14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,CO,3458643.43012633,5431807.3874709,0,,
Nord,,"6149",Fremdfirmengelände,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,08.10.2019,2021 Q2,Zapf,3-wiederherstellbar,1-höher,3-sehr geschwächt,2-Erwachsener Baum,"104","17","11","1985",,0-keine Schäden,01-Verletzung,1-leichte Schäden,08-Wipfeldürre,2-deutliche Schäden,1-normal,,,"06",3458870.68812619,5440189.36747582,110.159117608482,14.785168105804,14.05
Ost,"70.18","280",S,Kugel-Ahorn,Acer platanoides 'Globosum',Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"53","3","3","2000",,0-keine Schäden,,0-keine Schäden,01-Verletzung,2-deutliche Schäden,6-Kopfbaum,,,CO,3458500.99612618,5431717.38547085,0,,
Nord,,"2302",Einfahrt Süd,Silber-Linde,Tilia tomentosa,Einzelbaum,,19.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"91","19","9","1970",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"02",3458311.171,5439417.075,110.909571698363,15.3914283016374,12.8195
Nord,,"3221",Gebäude 321,Douglasie,Pseudotsuga menziesii,Einzelbaum,,24.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"145","22","10","1970",01-Verletzung | 04-Bodenverdichtung,1-leichte Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"03",3458457.165,5439912.051,110.849599296769,17.7166169194468,14.1697297297297
Nord,,"6200",Gebäude 696,Feld-Ahorn,Acer campestre,Einzelbaum,,10.10.2019,2021 Q2,Zapf,1-verkehrssicher,3-geringer,1-vital,2-Erwachsener Baum,"44","9","5","2000",,0-keine Schäden,01-Verletzung,2-deutliche Schäden,10-Kappung,1-leichte Schäden,4-reduziert,,,"06",3458746.117,5440411.256,110.756556358622,10.2734436413783,8.71000000000001
Nord,,"143",Ausgang Nord,Hainbuche,Carpinus betulus,Einzelbaum,,22.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"72","13","10","1995",,0-keine Schäden,01-Verletzung,2-deutliche Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"00",3458957.06412622,5441725.96447672,109.889939050869,6.78206094913132,6.13599999999998
Nord,,"3143",Gebäude 316,Rot-Fichte,Picea abies,Einzelbaum,,25.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"82","19","7","1985",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"03",3458210.764,5439935.84,110.827055929371,14.3732381882759,13.1988235294118
Nord,,"6048",Gebäude 618,Schwarz-Kiefer,Pinus nigra,Einzelbaum,,08.10.2019,2021 Q2,Zapf,1-verkehrssicher,3-geringer,1-vital,2-Erwachsener Baum,"135","17","8","1985",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"06",3458771.617,5440223.031,110.285042821723,13.7608395312186,11.2376470588235
Nord,,"5127",Gebäude 541,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,09.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"141","23","12","1970",,0-keine Schäden,02-Höhlung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"05",3458560.294,5440383.183,111.009553663843,16.8727540284645,13.6026923076923
Nord,,"5092",Gebäude 521,Spitz-Ahorn,Acer platanoides,Einzelbaum,,09.10.2019,2024 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,1-Jungbaum,"22","7","3","2012",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"05",3458480.311,5440310.361,110.748197572289,,
Ost,"70.02","29",SW,Rot-Eiche,Quercus rubra,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,3-wiederherstellbar,2-normal,1-vital,2-Erwachsener Baum,"248","17","16","1950",,3-erhebliche Schäden,11-Stamm- Stockaustriebe,1-leichte Schäden,01-Verletzung | 07-Totholz,1-leichte Schäden,2-einseitig,,,CO,3458618.6441263,5431702.94047083,0,,
Nord,,"5077",Gebäude 526,Rot-Eiche,Quercus rubra,Einzelbaum,,08.10.2019,2021 Q2,Zapf,3-wiederherstellbar,1-höher,2-geschwächt,2-Erwachsener Baum,"132","23","13","1965",,0-keine Schäden,,0-keine Schäden,07-Totholz | 08-Wipfeldürre,1-leichte Schäden,1-normal,,,"05",3458541.661,5440211.204,110.510384371928,16.5425568045421,15.8047058823529
Ost,"46","62",O,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,2-normal,2-geschwächt,2-Erwachsener Baum,"176","19","11","1960",,0-keine Schäden,,0-keine Schäden,01-Verletzung | 07-Totholz,1-leichte Schäden,1-normal,,,CO,3458618.8361263,5431763.36447087,0,,
Nord,,"38",Turm,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,09.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"91","17","7","1990",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"00",3458609.99612591,5440345.52647593,110.795722823641,14.456277176359,9.10999999999999
Ost,"70.30","65",O,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"148","16","9","1960",,0-keine Schäden,10-Baumfremder Bewuchs,1-leichte Schäden,01-Verletzung | 14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,CO,3458600.69312628,5431754.00247086,0,,
Nord,,"6297",Gebäude 691,Esche,Fraxinus excelsior,Einzelbaum,,09.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"60","10","5","1990",,0-keine Schäden,,0-keine Schäden,08-Wipfeldürre,2-deutliche Schäden,1-normal,,,"06",3458825.94312613,5440514.40547602,111.187909097629,,
Nord,,"2221",Gebäudemanagement,Schwarz-Kiefer,Pinus nigra,Einzelbaum,,02.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"110","15","8","1975",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"02",3458723.073,5439542.053,110.550811880296,12.7183547863711,10.1558333333333
Nord,,"3345",Gebäude 329,,,Baumgruppe,"51",22.10.2019,2021 Q2,Zapf,3-wiederherstellbar,1-höher,1-vital,2-Erwachsener Baum,"232","20","17","1920",,,,,,1-leichte Schäden,1-normal,,,"03",3458321.9399064,5439974.26164265,110.642910394555,17.7989943673499,15.8347619047619
Nord,,"1256",Gebäude 142,Rotbuche,Fagus sylvatica,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"214","25","16","1950",,0-keine Schäden,01-Verletzung | 05-V-Vergabelung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"01",3458219.11325106,5439701.14495114,110.770681202324,21.1859187976763,17.7094
Nord,,"1063",Einfahrt,Hainbuche,Carpinus betulus,Einzelbaum,,16.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"66","9","7","2000",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"01",3458325.54012565,5439604.03847551,110.876056605234,14.3094989503214,12.38
Nord,,"4133",Gebäude 421,Bunter Eschen-Ahorn,Acer negundo 'Variegatum',Einzelbaum,,24.09.2019,2023 Q4,Zapf,1-verkehrssicher,2-normal,1-vital,1-Jungbaum,"19","3","2","2016",,0-keine Schäden,11-Stamm- Stockaustriebe,1-leichte Schäden,,0-keine Schäden,1-normal,,,"04",3458541.87612586,5439973.27847571,110.697592888657,,
Nord,,"6269",Gebäude 688,Rotbuche,Fagus sylvatica,Einzelbaum,,10.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,2-geschwächt,2-Erwachsener Baum,"166","23","16","1950",,0-keine Schäden,05-V-Vergabelung,1-leichte Schäden,01-Verletzung | 08-Wipfeldürre,1-leichte Schäden,1-normal,,,"06",3458920.05612623,5440536.65047603,110.853111896391,17.1024200185027,15.7842553191489
Nord,,"7",Nördlich Heizschacht 4014,Rotblättriger Spitz-Ahorn,Acer platanoides 'rubra',Einzelbaum,,06.06.2018,2020 Q4,SVBüro-Strasser,1-verkehrssicher,1-höher,1-vital,1-Jungbaum,"16","3","1","2015",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"00",3458450.87812577,5439817.68447563,110.574595314114,,
Nord,,"7076",Gebäude 712,Douglasie,Pseudotsuga menziesii,Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"129","19","10","1970",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"07",3458411.776,5440643.431,110.275097650103,14.6553371325055,11.2884782608696
Ost,"70.01","8",SW,Hainbuche,Carpinus betulus,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"182","16","11","1965",08-Belagsanhebung,1-leichte Schäden,,0-keine Schäden,01-Verletzung | 05-V-Vergabelung,1-leichte Schäden,1-normal,,,CO,3458502.63712618,5431693.16747083,0,,
Nord,,"5074",Gebäude 526,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,08.10.2019,2020 Q3,Zapf,1-verkehrssicher,1-höher,2-geschwächt,4-Schadbaum,"123","21","8","1965",01-Verletzung,1-leichte Schäden,,0-keine Schäden,10-Kappung,2-deutliche Schäden,1-normal,,,"05",3458536.25712584,5440185.86447584,110.47,14.95,14.32
Nord,,"1100",Präsidium,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"132","25","11","1960",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"01",3458324.05712564,5439676.90347555,110.63978166274,21.549606092362,16.8791836734694
Nord,,"2285",Neureuter Straße,Rot-Fichte,Picea abies,Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"38","9","3","2005",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"02",3458578.413,5439697.211,110.197173867748,7.67949279891818,6.80666666666666
Nord,,"10043",Nordeingang,Rotbuche,Fagus sylvatica,Einzelbaum,,14.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"123","26","13","1950",02-Höhlung,1-leichte Schäden,,0-keine Schäden,01-Verletzung | 08-Wipfeldürre,1-leichte Schäden,1-normal,,,"10",3459101.86412635,5442095.75447693,0,,
Nord,,"1223",Präsidium,Hainbuche,Carpinus betulus,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"107","12","9","1990",,0-keine Schäden,01-Verletzung | 02-Höhlung,2-deutliche Schäden,,0-keine Schäden,1-normal,,,"01",3458312.14312562,5439796.15747562,110.985397110043,20.5826028899566,14.3111428571428
Nord,,"3080",Gebäude 305,Weymouths-Kiefer,Pinus strobus,Einzelbaum,,23.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"151","22","11","1970",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"03",3458319.331,5439911.275,110.674552761985,18.3604472380155,14.8360714285714
Nord,,"2252",Neureuter Straße,Schwarz-Kiefer,Pinus nigra,Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"145","15","9","1980",,0-keine Schäden,,0-keine Schäden,01-Verletzung | 05-V-Vergabelung | 14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,"02",3458733.935,5439620.068,110.679636377231,12.9651636227688,10.4464
Nord,,"4056",Karlsruher Allee,Linde,Tilia x,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"94","10","7","1995",,0-keine Schäden,11-Stamm- Stockaustriebe,1-leichte Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"04",3458624.94912595,5439841.58947563,110.688636011188,,
Ost,"70.03","89",NO,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"170","10","10","1965",,0-keine Schäden,,0-keine Schäden,01-Verletzung | 14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,CO,3458627.65612631,5431830.93647091,0,,
Nord,,"2212",Friedrichstalerstr.,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"126","17","9","1980",01-Verletzung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"02",3458666.41,5439552.432,110.476767643539,13.6557323564611,12.835
Ost,"46","63",O,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"148","14","6","1960",,0-keine Schäden,10-Baumfremder Bewuchs,2-deutliche Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,CO,3458612.7761263,5431760.60147087,0,,
Nord,,"1017",Parkplatz Einfahrt,Rotbuche,Fagus sylvatica,Einzelbaum,,20.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"85","15","9","1985",,0-keine Schäden,11-Stamm- Stockaustriebe,1-leichte Schäden,,0-keine Schäden,1-normal,,,"01",3458259.24912559,5439411.4704754,111.064836755682,19.8151632443185,17.7214285714286
Nord,,"5098",Gebäude 521,Spitz-Ahorn,Acer platanoides,Einzelbaum,,09.10.2019,2023 Q4,Zapf,1-verkehrssicher,1-höher,1-vital,1-Jungbaum,"19","8","4","2012",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"05",3458495.136,5440306.177,110.750256914863,,
Nord,,"2043",Kantine,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,19.09.2019,2021 Q1,Zapf,3-wiederherstellbar,1-höher,2-geschwächt,2-Erwachsener Baum,"163","24","10","1965",01-Verletzung | 04-Bodenverdichtung,1-leichte Schäden,,0-keine Schäden,07-Totholz | 08-Wipfeldürre | 14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,"02",3458365.0441257,5439461.83747542,111.85079733702,20.7143377981157,14.8532432432433
Nord,,"3241",Gebäude 341,Trauben-Eiche,Quercus petraea,Einzelbaum,,24.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"157","19","12","1965",,0-keine Schäden,01-Verletzung,2-deutliche Schäden,,0-keine Schäden,1-normal,,,"03",3458492.696,5440018.837,110.67944590244,15.1035540975603,13.756
Nord,,"3078",Gebäude 305,Rot-Fichte,Picea abies,Einzelbaum,,25.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"79","14","7","1985",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"03",3458312.661,5439916.75,110.775102977367,10.2861470226329,8.32000000000001
Nord,,"1343",Messstation ,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,16.09.2019,2020 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,3-Altbaum,"188","34","11","1940",,0-keine Schäden,,0-keine Schäden,14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,"01",3458183.6781255,5439442.44947542,111.004369679164,23.6252457054516,21.0975
Nord,,"91",Joint Research Center,Gem. Rosskastanie,Aesculus hippocastanum,Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"138","13","9","1970",,0-keine Schäden,01-Verletzung,2-deutliche Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"00",3458738.65112603,5440842.18147621,109.866622462645,,
Nord,,"4322",Gebäude 460,Hainbuche,Carpinus betulus,Einzelbaum,,07.10.2019,2021 Q2,Zapf,1-verkehrssicher,3-geringer,1-vital,2-Erwachsener Baum,"57","11","6","2000",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"04",3458853.83412619,5439983.79147571,111.232814080885,6.07718591911522,5.17
Nord,,"4260",Gebäude 433,Hainbuche,Carpinus betulus,Einzelbaum,,07.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"79","13","7","1995",,0-keine Schäden,02-Höhlung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"04",3458755.764,5439867.414,111.003181519723,12.5341518136101,10.7093333333333
Nord,,"1312",Gebäude 142,,,Baumbestand,"183",22.10.2019,2021 Q2,Zapf,3-wiederherstellbar,1-höher,1-vital,2-Erwachsener Baum,"185","24","16","1960",,,,,,,1-normal,,,"01",3458089.66122394,5439814.00704462,118.943111297425,16.820572913101,16.0815789473684
Nord,,"9021",Parkplatz ggü. Joint Research Center,Spitz-Ahorn,Acer platanoides,Einzelbaum,,11.10.2019,2020 Q3,Zapf,1-verkehrssicher,1-höher,2-geschwächt,4-Schadbaum,"151","15","12","1970",,0-keine Schäden,02-Höhlung,3-erhebliche Schäden,01-Verletzung | 04-Riss/Rippe | 14-Baumfremder Bewuchs,2-deutliche Schäden,1-normal,,,"09",3458710.826126,5440852.64747622,110.266939787138,10.3597268795285,9.80666666666666
Nord,,"3318",Gebäude 351,Sommer-Linde,Tilia platyphyllos,Einzelbaum,,25.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"69","13","8","1995",01-Verletzung,1-leichte Schäden,11-Stamm- Stockaustriebe,1-leichte Schäden,,0-keine Schäden,1-normal,,,"03",3458156.759,5440192.545,110.106647779765,5.70335222023496,5.05
Nord,,"6092",Gebäude 602,Hainbuche,Carpinus betulus,Einzelbaum,,27.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"57","9","7","2000",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"06",3458573.403,5440114.389,110.604879030301,6.99512096969949,5.97999999999999
Nord,,"4171",Gebäude 424,Spitz-Ahorn,Acer platanoides,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"132","16","10","1975",01-Verletzung,1-leichte Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"04",3458648.91412598,5439856.02347565,110.950036017495,12.8874639825051,12.2675
Nord,,"1049",Fortbildungszentrum,Linde,Tilia x,Einzelbaum,,20.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"157","19","12","1970",08-Belagsanhebung,1-leichte Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"01",3458264.13012558,5439559.52847548,111.319436504829,13.697563495171,11.7865
Nord,,"1173",Präsidium,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"160","22","12","1960",04-Bodenverdichtung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung | 14-Baumfremder Bewuchs,2-deutliche Schäden,1-normal,,,"01",3458393.59021773,5439766.16362033,110.512897142651,18.4585314287776,15.9040476190476
Nord,,"3315",Gebäude 351,Winter-Linde,Tilia cordata,Einzelbaum,,25.09.2019,2021 Q1,Zapf,1-verkehrssicher,3-geringer,1-vital,2-Erwachsener Baum,"60","13","7","1995",,0-keine Schäden,11-Stamm- Stockaustriebe,1-leichte Schäden,,0-keine Schäden,1-normal,,,"03",3458150.873,5440171.752,110.168365624801,13.6016343751985,12.16
Nord,,"3183",Gebäude 315,Rot-Fichte,Picea abies,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"41","5","3","2005",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"03",3458229.632,5440014.656,110.02554459333,6.64445540666955,6.0475
Nord,,"4309",Gebäude 451,Eschen-Ahorn,Acer negundo,Einzelbaum,,27.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"35","7","4","2005",,0-keine Schäden,01-Verletzung | 11-Stamm- Stockaustriebe,1-leichte Schäden,,0-keine Schäden,1-normal,,,"04",3458752.76612608,5439936.24347569,110.604267800202,,
Ost,70.13A,"213",W,Spitz-Ahorn,Acer platanoides,Einzelbaum,,05.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"123","14","9","1980",05-Bodenauftrag,1-leichte Schäden,07-Wuchsanomalien,1-leichte Schäden,,0-keine Schäden,1-normal,,,CO,3458272.72212593,5431853.65647093,0,,
Nord,,"6235",Gebäude 686,Robinie,Robinia pseudoacacia,Einzelbaum,,10.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"75","17","9","1980",,0-keine Schäden,05-V-Vergabelung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"06",3458732.384,5440638.476,110.287167765659,11.4128322343405,9.67
Nord,,"2084",Bank,Feld-Ahorn,Acer campestre,Einzelbaum,,22.03.2018,2020 Q4,SVBüro-Strasser,1-verkehrssicher,1-höher,1-vital,1-Jungbaum,"35","4","3","2010",,0-keine Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,4-reduziert,,,"02",3458403.152,5439537.985,111.130251194699,7.09174880530125,6.524
Nord,,"1302",Landesstraße,Stiel-Eiche,Quercus robur,Einzelbaum,,20.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"132","23","13","1960",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"01",3458138.47112546,5439408.2094754,110.72880274723,22.9650067765792,20.8990476190476
Nord,,"7119",Gebäude 712,,,Baumgruppe,"41",22.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"75","16","8","1980",,,,,,,1-normal,,,"07",3458350.23887195,5440715.81530426,110.203291943294,18.2461525011505,15.9338888888889
Nord,,"6286",ggü. Gebäude 684,Spitz-Ahorn,Acer platanoides,Einzelbaum,,09.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"72","14","7","1990",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"06",3458816.022,5440551.413,110.565256722676,,
Nord,,"10050",Nordeingang,,,Baumgruppe,"4",14.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"63","15","9","1990",,0-keine Schäden,,0-keine Schäden,,1-leichte Schäden,2-einseitig,01-Verletzung | 07-Wipfeldürre,,"10",3459103.10284655,5442116.76043625,0,,
Nord,,"6071",Gebäude 602,Hainbuche,Carpinus betulus,Einzelbaum,,27.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"60","5","6","2000",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,3-ausladend,,,"06",3458680.678,5440082.651,110.374048234216,4.64595176578389,3.86
Ost,70.14A,"231",W,Rot-Eiche,Quercus rubra,Einzelbaum,,05.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"123","12","10","1980",,0-keine Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,2-einseitig,,,CO,3458454.06212612,5431877.21947095,0,,
Nord,,"7026",Gebäude 707,Schwarz-Kiefer,Pinus nigra,Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"141","13","11","1975",,0-keine Schäden,,0-keine Schäden,11-Astab-/ausbruch | 12-ungünst. Kronenaufbau,1-leichte Schäden,1-normal,,,"07",3458548.261,5440673.83,110.051286990387,11.6226603780342,8.57052631578945
Nord,,"4036",Eggensteinerstraße,Kugel-Robinie,Robinia pseudoacacia 'Umbraculifera',Einzelbaum,,23.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"47","5","6","2000",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"04",3458546.864,5439778.426,110.80863812255,2.95136187744954,2.13
